id,Company,TypeName,Inches,Ram,OpSys,Weight,Price_euros,Resolution,Pantalla,Brand,Family,Model,Clock Speed (GHz),Gpu Brand,Gpu Model,Gpu Type,Storage Type
203,Vero,Notebook,14.0,4,Windows 10,1.3,260.0,1920x1080,Full HD,Intel,Celeron,Dual,1.1,Intel,HD Graphics 500,Unknown,Flash Storage
262,HP,Ultrabook,12.5,8,Windows 10,1.26,1335.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD
883,Dell,Gaming,17.3,32,Windows 10,4.42,2800.0,1920x1080,Full HD,Intel,Core i7,6700HQ,2.6,Nvidia,GeForce GTX 1070,Dedicated,SSD
976,Lenovo,Ultrabook,14.0,16,Windows 10,1.7,2299.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD
484,Acer,Gaming,17.3,16,Windows 10,4.2,2599.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1070,Dedicated,SSD
148,Lenovo,Workstation,15.6,16,Windows 10,2.3,2445.0,3840x2160,4K Ultra HD,Intel,Core i7,7600U,2.8,Nvidia,GeForce 940MX,Dedicated,SSD
893,HP,Notebook,15.6,4,Windows 10,2.1,689.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,AMD,Radeon 530,Dedicated,HDD
798,Acer,Notebook,15.6,4,Windows 10,2.1,395.0,1366x768,Full HD,AMD,A9-Series,9420,3.0,AMD,Radeon R5,Dedicated,HDD
219,Asus,2 in 1 Convertible,11.6,4,Windows 10,1.5,375.0,1366x768,Touchscreen,Intel,Celeron,Dual,1.1,Intel,HD Graphics 500,Unknown,Flash Storage
969,Lenovo,Notebook,15.6,8,No OS,2.2,549.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
1046,Acer,Notebook,15.6,4,Windows 10,2.23,544.0,1920x1080,Full HD,Intel,Core i3,6006U,2.0,Nvidia,GeForce 940MX,Dedicated,HDD
252,Dell,Gaming,15.6,16,Windows 10,2.59,879.01,1920x1080,Full HD,Intel,Core i7,6700HQ,2.6,Nvidia,GeForce GTX 960<U+039C>,Dedicated,HDD
796,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.19,1499.0,1920x1080,Full HD,Intel,Core i7,8550U,1.8,Intel,UHD Graphics 620,Unknown,SSD
220,Dell,Notebook,15.6,32,Windows 10,2.06,2639.0,3840x2160,4K Ultra HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050,Dedicated,SSD
882,HP,Notebook,17.3,16,Windows 10,2.5,1271.0,1920x1080,Full HD,Intel,Core i7,8550U,1.8,Nvidia,GeForce 930MX,Dedicated,SSD
1016,MSI,Gaming,15.6,8,Windows 10,2.4,1199.0,1920x1080,Full HD,Intel,Core i5,7300HQ,2.5,Nvidia,GeForce GTX 1050,Dedicated,SSD
403,Acer,Notebook,15.6,4,Windows 10,2.1,426.0,1366x768,Full HD,AMD,A9-Series,9420,3.0,AMD,Radeon R5,Dedicated,SSD
292,Lenovo,Ultrabook,14.0,8,Windows 10,1.32,1799.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
571,Lenovo,Ultrabook,14.0,8,Windows 7,1.7,1499.0,1920x1080,Full HD,Intel,Core i7,6600U,2.6,Intel,HD Graphics 520,Unknown,SSD
360,Lenovo,Notebook,15.6,4,No OS,2.2,444.0,1920x1080,Full HD,Intel,Core i3,6006U,2.0,Intel,HD Graphics 520,Unknown,SSD
1026,Acer,Notebook,15.6,8,Linux,2.4,779.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050,Dedicated,HDD
141,Samsung,Ultrabook,13.3,8,Windows 10,1.31,1599.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD
1065,Toshiba,Notebook,15.6,4,Windows 10,2.0,489.0,1366x768,Full HD,Intel,Core i3,7100U,2.4,Intel,HD Graphics 620,Unknown,HDD
471,Dell,Notebook,15.6,8,Windows 10,2.2,797.41,1920x1080,Full HD,Intel,Core i5,8250U,1.6,AMD,Radeon 530,Dedicated,SSD
1017,Asus,Gaming,17.3,16,Windows 10,2.73,2049.9,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1060,Dedicated,SSD
600,Dell,Notebook,15.6,4,Windows 10,1.8,309.0,1366x768,Full HD,Intel,Celeron,Dual,1.6,Intel,HD Graphics 400,Unknown,HDD
1011,Acer,Netbook,11.6,2,Chrome OS,1.3,174.0,1366x768,Full HD,Intel,Celeron,Dual,1.5,Intel,HD Graphics,Unknown,SSD
643,Asus,Ultrabook,13.3,16,Windows 10,1.1,1748.9,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD
553,Dell,Ultrabook,13.3,4,Windows 10,1.4,818.35,1920x1080,Full HD,Intel,Core i5,8250U,1.6,AMD,Radeon 530,Dedicated,SSD
1086,Lenovo,Notebook,15.6,4,No OS,2.2,359.99,1366x768,Full HD,Intel,Pentium,Quad,1.1,Intel,HD Graphics 505,Unknown,HDD
1059,Dell,Notebook,15.6,4,Linux,2.18,569.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,AMD,Radeon R5 M420,Dedicated,SSD
288,HP,Notebook,13.3,4,Windows 10,1.49,726.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,Intel,UHD Graphics 620,Unknown,SSD
230,HP,Notebook,15.6,4,Windows 10,1.86,297.0,1366x768,Full HD,AMD,E-Series,7110,1.8,AMD,Radeon R2 Graphics,Dedicated,HDD
611,HP,Notebook,13.3,4,Windows 10,1.49,800.0,1366x768,Full HD,Intel,Core i3,7100U,2.4,Intel,HD Graphics 620,Unknown,HDD
911,HP,Notebook,15.6,4,Windows 10,2.1,330.0,1366x768,Full HD,AMD,E-Series,9000e,1.5,AMD,Radeon R2,Dedicated,HDD
1212,HP,Notebook,15.6,8,Windows 10,1.84,1219.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD
1139,Lenovo,Notebook,15.6,8,No OS,2.2,685.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Nvidia,GeForce 920MX,Dedicated,HDD
1226,Dell,Notebook,14.0,8,Windows 10,1.6,859.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
418,HP,Notebook,13.3,8,Windows 10,1.11,1149.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
162,Asus,Notebook,14.0,4,Windows 10,1.63,299.0,1366x768,Full HD,Intel,Celeron,Dual,1.1,Intel,HD Graphics 500,Unknown,Flash Storage
49,Mediacom,2 in 1 Convertible,11.6,4,Windows 10,1.16,299.0,1920x1080,Full HD,Intel,Celeron,Dual,1.1,Intel,HD Graphics 500,Unknown,SSD
980,HP,Notebook,15.6,4,No OS,2.1,349.0,1920x1080,Full HD,Intel,Core i3,6006U,2.0,Intel,HD Graphics 520,Unknown,HDD
970,MSI,Gaming,15.6,16,Windows 10,2.94,1819.0,1920x1080,Full HD,Intel,Core i7,6700HQ,2.6,Nvidia,GeForce GTX 1060,Dedicated,SSD
367,HP,Notebook,15.6,8,Windows 10,1.86,690.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
239,HP,Notebook,15.6,4,No OS,1.86,344.99,1920x1080,Full HD,Intel,Core i3,6006U,2.0,Intel,HD Graphics 520,Unknown,HDD
778,Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.27,2339.0,2560x1440,Touchscreen,Intel,Core i7,6500U,2.5,Intel,HD Graphics 520,Unknown,SSD
17,Dell,Notebook,15.6,4,Linux,2.09,523.63,1366x768,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,HDD
784,Dell,Ultrabook,12.5,8,Windows 7,1.5,1413.1,1366x768,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,SSD
1121,Asus,2 in 1 Convertible,13.3,8,Windows 10,1.1,1315.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,Intel,HD Graphics 620,Unknown,SSD
422,Asus,Netbook,11.6,2,Windows 10,0.98,191.9,1366x768,Full HD,Intel,Atom,x5-Z8350,1.44,Intel,HD Graphics 400,Unknown,Flash Storage
1042,HP,Gaming,17.3,12,Windows 10,3.35,1999.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1070,Dedicated,SSD
842,Dell,Notebook,15.6,8,Windows 10,2.06,1749.0,3840x2160,4K Ultra HD,Intel,Core i5,7300HQ,2.5,Nvidia,GeForce GTX 1050,Dedicated,SSD
1260,Lenovo,Notebook,15.6,4,Windows 10,2.1,489.9,1366x768,Full HD,Intel,Core i3,6006U,2.0,Intel,HD Graphics 520,Unknown,HDD
460,HP,Workstation,15.6,8,Windows 10,3.14,2064.9,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,Quadro M2200,Dedicated,SSD
985,Asus,Notebook,15.6,6,Windows 10,2.0,577.0,1920x1080,Full HD,Intel,Core i3,7100U,2.4,Nvidia,GeForce 920M,Dedicated,SSD
614,MSI,Gaming,15.6,16,Windows 10,1.91,2153.37,1920x1080,Full HD,Intel,Core i7,6700HQ,2.6,Nvidia,GeForce GTX 970M,Dedicated,SSD
176,Fujitsu,Notebook,15.6,8,Windows 10,2.2,799.0,1366x768,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
167,Microsoft,Ultrabook,13.5,8,Windows 10 S,1.252,1340.0,2256x1504,Touchscreen,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
78,Lenovo,Notebook,15.6,4,Windows 10,2.2,344.0,1920x1080,Full HD,Intel,Pentium,Quad,1.1,Intel,HD Graphics 505,Unknown,HDD
1201,Lenovo,Gaming,15.6,8,No OS,2.4,1149.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1060,Dedicated,SSD
676,Asus,Gaming,17.3,16,Windows 10,3.6,2999.0,1920x1080,Full HD,Intel,Core i7,7820HK,2.9,Nvidia,GeForce GTX 1080,Dedicated,SSD
1131,Asus,Notebook,14.0,8,Windows 10,2.0,945.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
1220,Lenovo,Gaming,15.6,8,Windows 10,2.6,1272.0,1920x1080,Full HD,Intel,Core i7,6700HQ,2.6,Nvidia,GeForce GTX 960<U+039C>,Dedicated,SSD
511,HP,Netbook,11.6,2,Windows 10,1.17,209.0,1366x768,Full HD,Intel,Celeron,Dual,1.6,Intel,HD Graphics 400,Unknown,Flash Storage
1050,Lenovo,Notebook,15.6,6,Windows 10,2.4,569.0,1920x1080,Full HD,Intel,Core i3,6100U,2.3,Nvidia,GeForce 920MX,Dedicated,SSD
574,Apple,Ultrabook,13.3,8,macOS,1.37,1518.55,2560x1600,Retina Display,Intel,Core i5,2.3GHz,2.3,Intel,Iris Plus Graphics 640,Unknown,SSD
1108,Asus,Gaming,17.3,16,Windows 10,4.3,2299.0,1920x1080,Full HD,Intel,Core i7,6700HQ,2.6,Nvidia,GeForce GTX 980M,Dedicated,SSD
331,Asus,Gaming,17.3,16,Windows 10,2.99,1749.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,Dedicated,SSD
380,Acer,Notebook,15.6,4,Windows 10,2.1,599.0,1366x768,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
94,Asus,2 in 1 Convertible,13.3,8,Windows 10,1.1,1358.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
1091,Lenovo,Ultrabook,14.0,8,Windows 10,1.13,2499.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD
533,Toshiba,Notebook,15.6,4,Windows 10,2.1,498.0,1366x768,Full HD,Intel,Core i3,6100U,2.1,Intel,HD Graphics 520,Unknown,SSD
1093,Lenovo,Notebook,15.6,4,No OS,2.2,369.0,1366x768,Full HD,Intel,Core i3,6006U,2.0,Intel,HD Graphics 520,Unknown,SSD
31,HP,Ultrabook,15.6,8,Windows 10,1.83,699.0,1920x1080,Full HD,Intel,Core i7,8550U,1.8,Nvidia,GeForce GTX 940MX,Dedicated,SSD
522,Asus,Ultrabook,14.0,8,Windows 10,1.25,1049.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD
470,Asus,Notebook,15.6,8,Windows 10,2.0,581.9,1920x1080,Full HD,Intel,Pentium,Dual,1.1,Intel,HD Graphics 505,Unknown,SSD
950,Dell,Notebook,15.6,16,Linux,2.36,899.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,AMD,Radeon R7 M445,Dedicated,SSD
1165,Asus,2 in 1 Convertible,12.5,8,Chrome OS,1.2,1159.0,1920x1080,Full HD,Intel,Core M,M7-6Y75,1.2,Intel,HD Graphics 515,Unknown,Flash Storage
1170,HP,Workstation,17.3,8,Windows 7,3.0,3949.4,1920x1080,Full HD,Intel,Core i7,6700HQ,2.6,Nvidia,Quadro M3000M,Dedicated,SSD
735,Dell,Workstation,15.6,16,Windows 10,2.17,1975.0,1920x1080,Full HD,Intel,Core i7,6820HQ,2.7,Nvidia,Quadro M620,Dedicated,SSD
523,Lenovo,Notebook,14.0,8,Windows 10,1.58,1480.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD
681,Lenovo,Notebook,15.6,8,No OS,2.32,599.0,1920x1080,Full HD,Intel,Core i5,6200U,2.3,AMD,Radeon R5 M330,Dedicated,HDD
694,Samsung,Ultrabook,13.3,16,Windows 10,0.81,1649.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD
728,Apple,Ultrabook,12.0,8,macOS,0.92,1262.4,2304x1440,Retina Display,Intel,Core M,m3,1.2,Intel,HD Graphics 615,Unknown,SSD
932,HP,Notebook,17.3,8,Windows 10,2.5,896.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,Nvidia,GeForce 930MX,Dedicated,HDD
873,Asus,Gaming,15.6,8,Windows 10,2.5,999.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050,Dedicated,SSD
144,HP,Notebook,17.3,8,Windows 10,2.5,914.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,Nvidia,GeForce 930MX,Dedicated,HDD
378,Lenovo,Notebook,15.6,6,Windows 10,2.4,564.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD
982,HP,Notebook,15.6,8,Windows 10,2.04,559.0,1366x768,Touchscreen,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD
341,Lenovo,Notebook,15.6,4,Windows 10,2.2,799.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Nvidia,GeForce 920MX,Dedicated,HDD
311,Asus,Gaming,17.3,16,Windows 10,3.2,1549.0,1920x1080,Full HD,AMD,Ryzen,1700,3.0,AMD,Radeon RX 580,Dedicated,SSD
953,HP,Notebook,17.3,8,Windows 10,2.63,910.0,1600x900,Full HD,Intel,Core i5,7200U,2.5,Nvidia,GeForce 930MX,Dedicated,HDD
232,HP,Notebook,15.6,6,Windows 10,2.04,539.0,1920x1080,Full HD,Intel,Core i3,6006U,2.0,AMD,Radeon R5 M430,Dedicated,HDD
983,Lenovo,Notebook,15.6,4,No OS,1.9,270.62,1366x768,Full HD,Intel,Celeron,Dual,1.1,Intel,HD Graphics 500,Unknown,SSD
165,Lenovo,Notebook,17.3,8,Windows 10,3.0,659.0,1600x900,Full HD,Intel,Core i5,6200U,2.3,AMD,Radeon R5 M330,Dedicated,HDD
538,Lenovo,Notebook,15.6,4,Windows 10,2.1,621.45,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD
1096,HP,Notebook,13.3,8,Windows 10,1.49,959.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,Intel,UHD Graphics 620,Unknown,SSD
449,Asus,2 in 1 Convertible,13.3,8,Windows 10,1.1,1499.0,1920x1080,Full HD,Intel,Core i7,8550U,1.8,Intel,UHD Graphics 620,Unknown,SSD
1290,HP,Notebook,17.3,8,Windows 10,2.54,489.0,1600x900,Full HD,Intel,Core i3,6006U,2.0,Intel,HD Graphics 520,Unknown,HDD
665,Lenovo,Notebook,15.6,4,No OS,1.9,252.36,1366x768,Full HD,Intel,Celeron,Dual,1.1,Intel,HD Graphics 500,Unknown,HDD
693,Lenovo,Notebook,15.6,8,Windows 10,1.9,813.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,AMD,R17M-M1-70,Unknown,SSD
270,Dell,Notebook,15.6,4,Windows 10,2.2,545.67,1366x768,Full HD,Intel,Core i3,6006U,2.0,AMD,Radeon R5 M430,Dedicated,HDD
519,HP,Gaming,15.6,8,Windows 10,2.2,1099.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050,Dedicated,SSD
710,Lenovo,Ultrabook,12.5,8,Windows 10,1.36,1760.0,1920x1080,Full HD,Intel,Core i5,7300U,2.6,Intel,HD Graphics 620,Unknown,SSD
236,HP,Notebook,14.0,8,Windows 10,1.63,860.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,Intel,HD Graphics 620,Unknown,SSD
1194,Dell,Notebook,15.6,8,Linux,2.14,735.07,1920x1080,Full HD,Intel,Core i7,8550U,1.8,AMD,Radeon 520,Dedicated,SSD
1075,Vero,Notebook,14.0,2,Windows 10,1.45,210.8,1366x768,Full HD,Intel,Atom,X5-Z8350,1.44,Intel,HD Graphics 400,Unknown,Flash Storage
498,HP,Gaming,17.3,8,Windows 10,3.35,1129.0,1920x1080,Full HD,Intel,Core i5,6300HQ,2.3,Nvidia,GeForce GTX 1060,Dedicated,SSD
135,Asus,Notebook,15.6,8,Windows 10,2.0,1224.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD
1241,Lenovo,Notebook,17.3,6,Windows 10,2.8,649.0,1600x900,Full HD,Intel,Core i5,7200U,2.5,Nvidia,GeForce GTX 940M,Dedicated,HDD
67,HP,Ultrabook,12.5,4,Windows 10,1.26,1579.0,1920x1080,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,HDD
964,Asus,Notebook,15.6,4,Linux,2.0,224.0,1366x768,Full HD,Intel,Celeron,Dual,1.1,Intel,HD Graphics 500,Unknown,HDD
39,Dell,Notebook,15.6,8,Windows 10,2.33,899.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,AMD,Radeon R7 M445,Dedicated,SSD
703,HP,Notebook,15.6,6,Windows 10,1.91,619.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,AMD,Radeon 520,Dedicated,SSD
568,Dell,Ultrabook,12.5,8,Windows 10,1.36,1472.2,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics,Unknown,SSD
563,Lenovo,Ultrabook,14.0,8,Windows 10,1.32,1499.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
591,Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.08,959.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,AMD,Radeon R7 M460,Dedicated,SSD
921,Dell,Notebook,15.6,8,Windows 10,2.2,985.0,1920x1080,Full HD,Intel,Core i7,8550U,1.8,AMD,Radeon 530,Dedicated,SSD
481,Asus,Gaming,17.3,12,Linux,3.0,949.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,Dedicated,HDD
1140,Toshiba,Notebook,15.6,8,Windows 10,2.0,1064.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD
249,Dell,Workstation,15.6,8,Windows 10,1.78,2408.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,Quadro M1200,Dedicated,SSD
510,Acer,Ultrabook,14.0,8,Windows 10,1.6,884.0,1920x1080,Full HD,Intel,Core i7,8550U,1.8,Intel,UHD Graphics 620,Unknown,SSD
455,Dell,Notebook,15.6,8,Windows 10,2.3,469.01,1366x768,Touchscreen,Intel,Core i3,7100U,2.4,Intel,HD Graphics 620,Unknown,HDD
767,Toshiba,Ultrabook,12.5,8,Windows 10,1.1,1790.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD
225,Lenovo,Notebook,15.6,4,Windows 10,2.1,429.0,1366x768,Full HD,Intel,Core i3,6006U,2.0,Intel,HD Graphics 520,Unknown,SSD
963,Dell,Notebook,13.3,4,Windows 10,1.65,849.0,1366x768,Full HD,Intel,Core i3,6006U,2.0,Intel,HD Graphics 520,Unknown,HDD
208,Lenovo,2 in 1 Convertible,14.0,4,Windows 10,1.8,638.0,1920x1080,Full HD,Intel,Core i7,6500U,2.5,Intel,HD Graphics 520,Unknown,SSD
150,Asus,Notebook,15.6,4,Windows 10,2.0,586.19,1366x768,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
850,HP,Notebook,15.6,4,Windows 10,1.63,689.0,1366x768,Full HD,Intel,Core i3,6006U,2.0,Intel,HD Graphics 520,Unknown,SSD
196,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.3,1034.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
1031,HP,Notebook,15.6,4,Windows 10,2.04,685.0,1920x1080,Full HD,Intel,Core i3,7100U,2.4,Intel,HD Graphics 620,Unknown,HDD
597,MSI,Gaming,14.0,16,Windows 10,1.7,1769.0,1920x1080,Full HD,Intel,Core i7,6700HQ,2.6,Nvidia,GeForce GTX 970M,Dedicated,SSD
105,HP,Notebook,15.6,8,Windows 10,2.04,846.5,1366x768,Full HD,Intel,Core i5,7200U,2.5,Nvidia,GeForce 930MX,Dedicated,HDD
646,Lenovo,Notebook,15.6,4,Windows 10,2.2,409.0,1920x1080,Full HD,Intel,Core i3,6006U,2.0,Intel,HD Graphics 520,Unknown,HDD
843,Asus,Notebook,15.6,4,Linux,2.0,398.99,1366x768,Full HD,Intel,Pentium,Quad,1.1,Intel,HD Graphics 505,Unknown,HDD
303,Dell,2 in 1 Convertible,13.3,8,Windows 10,1.62,869.01,1920x1080,Full HD,Intel,Core i7,8550U,1.8,Intel,UHD Graphics 620,Unknown,SSD
1,Dell,Notebook,15.6,4,Windows 10,2.06,481.98,1366x768,Full HD,Intel,Core i3,6100U,2.3,Intel,HD Graphics 520,Unknown,HDD
815,Dell,Notebook,15.6,6,Windows 10,2.3,459.0,1366x768,Full HD,Intel,Core i3,7100U,2.4,Intel,HD Graphics 620,Unknown,HDD
444,Asus,2 in 1 Convertible,13.3,8,Windows 10,1.27,928.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD
1149,Lenovo,Notebook,13.3,8,Windows 10,1.4,949.0,1920x1080,Full HD,Intel,Core i3,7100U,2.4,Intel,HD Graphics 620,Unknown,SSD
678,HP,Notebook,17.3,16,Windows 10,2.9,1059.0,1920x1080,Full HD,Intel,Core i7,8550U,1.8,Nvidia,GeForce MX150,Dedicated,HDD
271,Lenovo,Notebook,15.6,16,Windows 10,2.5,1099.0,1920x1080,Full HD,Intel,Core i7,6500U,2.5,AMD,Radeon R7 M360,Dedicated,Hybrid
607,MSI,Gaming,15.6,16,Windows 10,1.8,2094.48,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1060,Dedicated,SSD
731,Dell,Notebook,15.6,16,Windows 10,2.06,2397.0,3840x2160,4K Ultra HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050,Dedicated,SSD
642,Asus,Gaming,17.3,8,Windows 10,3.0,1187.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050,Dedicated,HDD
121,Dell,Gaming,15.6,8,Windows 10,2.65,1195.0,1920x1080,Full HD,Intel,Core i5,7300HQ,2.5,Nvidia,GeForce GTX 1060,Dedicated,SSD
499,Asus,Gaming,17.3,8,Windows 10,3.0,938.0,1920x1080,Full HD,Intel,Core i5,7300HQ,2.5,Nvidia,GeForce GTX 1050,Dedicated,SSD
997,Asus,Notebook,15.6,4,Windows 10,2.2,720.32,1366x768,Full HD,Intel,Core i7,6500U,2.5,Nvidia,GeForce 920M,Dedicated,HDD
1270,Dell,Gaming,15.6,8,Windows 10,2.56,819.0,1920x1080,Full HD,Intel,Core i5,7300HQ,2.5,Nvidia,GeForce GTX 1050,Dedicated,HDD
1301,Dell,Notebook,15.6,8,Windows 10,2.06,955.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD
344,Dell,Gaming,15.6,8,Windows 10,2.62,1498.0,3840x2160,4K Ultra HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,Dedicated,SSD
748,Dell,Notebook,15.6,16,Windows 10,2.06,2399.0,3840x2160,4K Ultra HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050,Dedicated,SSD
786,HP,Notebook,17.3,8,Windows 10,2.5,639.9,1600x900,Full HD,Intel,Core i3,6006U,2.0,Intel,HD Graphics 520,Unknown,SSD
163,Lenovo,Gaming,15.6,8,Windows 10,2.4,819.0,1920x1080,Full HD,Intel,Core i5,7300HQ,2.5,Nvidia,GeForce GTX 1050,Dedicated,HDD
187,Asus,Notebook,15.6,8,Windows 10,2.37,749.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD
550,Dell,Notebook,15.6,4,Windows 10,2.29,490.0,1366x768,Full HD,Intel,Core i3,6006U,2.0,Intel,HD Graphics 520,Unknown,HDD
696,HP,Notebook,15.6,4,Windows 10,1.86,369.0,1366x768,Full HD,AMD,A6-Series,9220,2.5,AMD,Radeon R4 Graphics,Dedicated,SSD
1294,HP,Notebook,15.6,4,Windows 10,1.86,485.0,1366x768,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD
1113,Asus,Ultrabook,15.6,16,Windows 10,1.8,1983.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,Dedicated,SSD
1186,HP,2 in 1 Convertible,11.6,4,Chrome OS,1.4,615.0,1366x768,Touchscreen,Intel,Celeron,Dual,1.1,Intel,HD Graphics 500,Unknown,Flash Storage
174,Dell,Notebook,15.6,16,Windows 10,1.93,1426.66,1920x1080,Full HD,Intel,Core i5,7300U,2.6,Intel,HD Graphics 620,Unknown,SSD
1195,HP,2 in 1 Convertible,13.3,8,Windows 10,1.48,1629.0,1920x1080,Full HD,Intel,Core i5,6300U,2.4,Intel,HD Graphics 520,Unknown,SSD
576,Acer,Notebook,15.6,4,Windows 10,2.4,410.8,1366x768,Full HD,Intel,Core i3,6006U,2.0,Intel,HD Graphics 520,Unknown,HDD
57,HP,Notebook,15.6,4,Windows 10,1.86,398.99,1920x1080,Full HD,Intel,Pentium,Quad,1.6,Intel,HD Graphics 405,Unknown,SSD
