id,Company,TypeName,Inches,Ram,OpSys,Weight,Price_euros,Gpu Type,Resolution_disc,Family_disc,Clock_speed_disc,Modelo_procesador_disc,Gpu_Brand_disc,GPU_model_disc,storage_type_disc
859,Chuwi,Notebook,15.6,4,Windows 10,1.89,244.99,Unknown,2,0,0,0,1,0,0
190,Dell,Ultrabook,12.5,4,Windows 7,1.5,1135.15,Unknown,0,1,2,1,1,2,1
773,HP,Notebook,15.6,8,Windows 10,1.91,579.0,Unknown,0,2,1,1,1,2,3
876,Asus,Ultrabook,13.3,8,Windows 10,1.2,1129.0,Unknown,3,2,1,1,1,2,3
118,Dell,Gaming,15.6,16,Windows 10,2.62,1679.0,Dedicated,6,3,4,4,2,3,3
246,Dell,Notebook,15.6,8,Windows 10,2.24,565.0,Dedicated,2,2,1,1,0,0,1
1069,HP,Notebook,15.6,4,Windows 7,1.88,932.0,Unknown,0,2,2,2,1,2,1
1219,Dell,Gaming,17.3,32,Windows 10,4.42,3147.37,Dedicated,6,3,4,4,2,7,3
1030,HP,2 in 1 Convertible,11.6,4,Windows 10,1.45,775.0,Unknown,0,0,0,0,1,0,3
589,Dell,2 in 1 Convertible,13.3,8,Windows 10,1.24,2013.1,Unknown,3,3,4,5,1,4,3
1106,Lenovo,Notebook,15.6,6,Windows 10,2.2,549.0,Dedicated,2,2,0,0,0,1,3
1283,Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.0,1299.0,Unknown,2,3,4,4,1,3,3
1269,Razer,Ultrabook,12.5,16,Windows 10,1.29,1799.0,Unknown,6,3,1,3,1,2,3
1223,Lenovo,2 in 1 Convertible,13.9,16,Windows 10,1.4,1849.0,Unknown,6,3,2,2,1,2,3
161,HP,Notebook,17.3,4,Windows 10,2.71,439.0,Dedicated,2,0,1,0,0,1,1
124,Asus,Notebook,14.0,4,Windows 10,2.0,769.0,Unknown,2,1,1,0,1,2,3
1198,HP,Notebook,15.6,6,Windows 10,2.18,799.0,Dedicated,2,3,4,4,2,2,1
204,HP,Notebook,13.3,8,Windows 10,1.49,1103.0,Unknown,2,3,2,2,1,2,3
18,Dell,Ultrabook,13.3,8,Windows 10,1.23,1379.0,Unknown,3,3,1,3,1,3,3
84,Acer,Notebook,15.6,8,Windows 10,2.2,689.0,Dedicated,2,3,2,2,2,2,1
874,Dell,Workstation,15.6,8,Windows 10,2.0,2135.0,Dedicated,2,3,3,6,2,6,3
222,Dell,Ultrabook,13.3,8,Windows 10,1.41,949.0,Unknown,2,2,1,1,1,2,3
1158,Lenovo,Notebook,17.3,6,Windows 10,2.8,949.0,Dedicated,1,3,3,3,2,1,3
1145,HP,Workstation,17.3,8,Windows 7,3.0,2899.0,Dedicated,2,3,4,4,0,7,1
1272,Dell,Notebook,15.6,6,Windows 10,2.3,439.0,Unknown,0,1,1,0,1,2,1
1207,Asus,Notebook,14.0,4,Windows 10,1.5,286.0,Unknown,0,0,0,0,1,0,0
430,Mediacom,Notebook,14.0,4,Windows 10,1.4,265.0,Unknown,0,0,0,0,1,0,1
1291,Apple,Ultrabook,12.0,8,Mac OS X,0.92,1279.0,Unknown,3,3,3,3,1,3,0
491,Lenovo,Ultrabook,14.0,12,Windows 10,1.4,1673.0,Unknown,2,3,4,5,1,2,3
623,HP,Notebook,15.6,8,Windows 10,2.04,629.0,Dedicated,0,2,1,1,0,1,1
147,Dell,Notebook,15.6,4,Windows 10,2.2,749.0,Dedicated,2,2,1,1,0,1,3
33,Lenovo,Notebook,13.3,4,Windows 10,1.44,735.0,Unknown,2,1,1,0,1,2,3
943,Toshiba,Notebook,13.3,4,Windows 7,1.2,1195.0,Unknown,2,2,2,2,1,2,3
1253,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,1970.0,Unknown,2,3,3,3,1,2,3
1097,Dell,Ultrabook,14.0,8,Windows 10,1.36,1639.0,Unknown,2,2,1,1,1,2,3
866,Dell,2 in 1 Convertible,13.3,16,Windows 10,1.62,1279.0,Unknown,2,3,2,2,1,2,3
558,HP,Notebook,15.6,16,Windows 10,2.1,1159.0,Unknown,2,3,2,2,1,2,3
1085,Lenovo,2 in 1 Convertible,10.1,4,Android,0.69,319.0,Unknown,0,0,0,0,1,0,0
1041,HP,Notebook,14.0,2,Windows 10,1.44,249.0,Unknown,0,0,1,0,1,0,0
1277,Asus,Notebook,15.6,8,Windows 10,2.5,839.0,Dedicated,2,2,1,2,2,2,3
1082,Lenovo,Gaming,17.3,32,Windows 10,4.6,2663.0,Dedicated,2,3,3,7,2,7,3
73,Razer,Gaming,17.3,32,Windows 10,3.49,5499.0,Dedicated,6,3,7,7,2,7,3
199,Asus,Gaming,17.3,16,No OS,4.0,998.0,Dedicated,2,3,4,4,2,3,1
1159,MSI,Gaming,17.3,8,Windows 10,2.6,1599.0,Dedicated,2,3,4,4,2,3,3
1208,HP,Notebook,15.6,4,No OS,1.86,288.9,Unknown,0,0,1,0,1,0,1
579,Acer,Notebook,15.6,4,Windows 10,2.2,639.0,Dedicated,2,3,3,3,2,1,1
302,HP,Ultrabook,13.3,8,Windows 10,1.34,1323.0,Unknown,2,3,3,3,1,2,3
818,HP,Notebook,17.3,8,Windows 10,2.63,1080.0,Dedicated,2,2,1,1,2,2,3
1006,Acer,Notebook,15.6,4,Linux,2.4,289.0,Unknown,0,0,1,0,1,0,1
448,Dell,Gaming,15.6,8,Windows 10,2.62,1099.0,Dedicated,2,3,4,4,2,2,1
919,MSI,Gaming,15.6,16,Windows 10,2.2,1299.0,Dedicated,2,3,4,4,2,3,3
35,Dell,Notebook,15.6,4,Windows 10,2.3,639.0,Dedicated,2,2,1,1,0,0,3
1045,Dell,Notebook,15.6,8,Windows 10,2.18,750.0,Unknown,2,2,1,1,1,2,3
596,Dell,Notebook,15.6,4,Linux,2.18,455.7,Dedicated,0,1,0,0,0,0,1
1218,Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.36,1637.0,Unknown,6,2,2,2,1,2,3
214,Dell,Notebook,15.6,4,Windows 10,1.93,959.0,Unknown,0,2,4,3,1,2,1
469,HP,Notebook,17.3,8,Windows 10,2.5,1045.0,Dedicated,2,3,2,2,2,2,3
933,Dell,Notebook,15.6,4,Windows 10,2.18,912.5,Dedicated,2,2,1,1,2,1,3
1249,Mediacom,Notebook,14.0,4,Windows 10,1.4,249.0,Unknown,2,0,0,0,1,0,3
803,Dell,Notebook,15.6,8,Windows 10,2.2,745.0,Dedicated,2,3,3,3,0,0,3
372,Acer,Notebook,15.6,4,Linux,2.4,289.0,Unknown,0,0,1,0,1,0,1
1287,Asus,Notebook,15.6,8,Windows 10,2.0,1299.0,Dedicated,6,3,3,3,2,2,3
506,Toshiba,Ultrabook,13.3,8,Windows 10,1.2,1363.0,Unknown,2,3,1,3,1,2,3
775,Asus,Gaming,17.3,12,Windows 10,2.2,1369.9,Dedicated,2,2,1,2,2,2,3
281,HP,Notebook,14.0,4,Windows 10,1.48,1590.0,Unknown,2,2,1,1,1,2,3
234,Dell,Gaming,15.6,16,Windows 10,2.62,1479.0,Dedicated,2,3,4,4,2,3,3
782,Dell,Notebook,15.6,4,Windows 10,2.2,443.99,Unknown,0,0,1,0,1,0,1
307,Acer,Notebook,14.0,8,Windows 10,1.56,902.0,Unknown,2,2,1,1,1,2,3
106,Toshiba,Notebook,15.6,8,Windows 10,2.0,1258.0,Unknown,2,2,1,1,1,2,3
504,HP,Notebook,15.6,8,Windows 10,1.86,539.0,Unknown,2,1,0,0,1,2,3
1172,HP,Notebook,14.0,4,Windows 10,2.31,1189.0,Unknown,0,2,1,1,1,2,1
1276,Asus,Notebook,15.6,4,Linux,2.0,274.99,Unknown,0,0,0,0,1,0,1
228,Asus,Notebook,15.6,4,Windows 10,2.2,720.32,Dedicated,0,3,1,3,2,1,1
424,HP,Notebook,15.6,4,Windows 10,2.04,839.0,Unknown,2,2,1,1,1,2,3
740,HP,Notebook,15.6,4,Windows 10,2.04,979.0,Unknown,0,2,1,1,1,2,3
415,HP,Notebook,15.6,4,Windows 10,2.1,705.5,Unknown,2,1,1,0,1,2,3
116,Asus,Notebook,17.3,4,Windows 10,2.8,530.0,Dedicated,1,0,1,0,2,1,1
1009,Dell,Notebook,13.3,8,Windows 10,1.62,649.0,Unknown,2,2,2,2,1,2,1
79,Dell,Gaming,15.6,16,Windows 10,2.72,1099.0,Dedicated,6,3,4,4,2,2,3
1234,HP,Notebook,15.6,4,Windows 10,1.91,478.89,Dedicated,2,0,1,0,0,1,3
272,Lenovo,Ultrabook,14.0,8,Windows 10,1.13,1875.0,Unknown,2,2,1,1,1,2,0
247,Asus,Gaming,15.6,16,Windows 10,2.59,1339.0,Dedicated,2,3,4,4,2,2,3
1178,Dell,Gaming,17.3,16,Windows 10,4.42,3012.77,Dedicated,2,3,4,4,2,7,3
409,Dell,2 in 1 Convertible,13.3,8,Windows 10,1.6,1199.0,Unknown,2,2,1,1,1,2,3
46,Lenovo,Gaming,17.3,32,Windows 10,4.6,3240.0,Dedicated,2,3,3,7,2,7,3
52,Lenovo,Notebook,15.6,8,Windows 10,2.2,429.0,Dedicated,0,2,0,0,0,0,1
855,Lenovo,Notebook,13.3,8,Windows 10,1.44,949.0,Unknown,2,2,1,1,1,2,3
1273,Lenovo,2 in 1 Convertible,14.0,4,Windows 10,1.8,833.01,Unknown,2,2,2,2,1,2,3
1095,Asus,Notebook,15.6,4,Windows 10,1.68,469.0,Dedicated,0,1,0,0,0,0,1
254,Dell,Notebook,14.0,4,Windows 10,1.6,875.0,Unknown,0,2,1,1,1,2,1
431,Lenovo,Notebook,15.6,4,No OS,1.85,403.5,Unknown,2,1,0,0,1,2,3
19,Acer,Ultrabook,14.0,8,Windows 10,1.8,919.0,Unknown,2,2,1,1,1,2,3
213,Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.38,1749.0,Unknown,2,3,3,3,1,2,3
339,Lenovo,Notebook,14.0,8,Windows 10,1.65,1345.0,Unknown,2,2,1,1,1,2,3
223,HP,Notebook,14.0,8,Windows 10,1.94,389.0,Unknown,0,0,1,0,1,0,1
456,Apple,Ultrabook,12.0,8,Mac OS X,0.92,1300.0,Unknown,3,3,0,3,1,3,0
986,Dell,Notebook,15.6,12,Windows 10,2.3,713.07,Unknown,0,3,3,3,1,2,1
253,Lenovo,Notebook,15.6,4,No OS,2.1,398.0,Unknown,0,2,2,2,1,2,1
4,HP,Notebook,15.6,6,Windows 10,2.04,549.99,Dedicated,2,1,7,0,0,0,2
1134,Lenovo,Notebook,15.6,4,Windows 10,2.2,399.0,Dedicated,2,1,7,0,0,1,3
1137,Lenovo,Notebook,15.6,12,Windows 10,2.2,609.0,Unknown,0,3,2,2,1,2,1
137,Xiaomi,Ultrabook,13.3,8,No OS,1.3,999.9,Dedicated,2,2,1,1,2,2,3
1187,HP,Notebook,15.6,4,Windows 7,2.31,940.0,Unknown,2,2,2,2,1,2,1
12,Dell,Notebook,14.0,8,Windows 10,1.79,740.0,Unknown,0,1,2,1,1,2,3
478,Lenovo,Notebook,15.6,4,No OS,2.2,309.0,Dedicated,0,0,7,0,0,0,1
207,Lenovo,Notebook,15.6,4,Windows 10,2.2,299.0,Dedicated,0,0,0,0,0,0,1
793,Lenovo,Notebook,14.0,4,Windows 10,2.02,990.0,Unknown,0,2,1,1,1,2,1
1133,Dell,Gaming,15.6,16,Windows 10,2.65,1845.0,Dedicated,6,3,4,4,2,4,3
266,Xiaomi,Notebook,15.6,8,No OS,1.95,1199.0,Dedicated,2,2,1,1,2,2,3
1052,Lenovo,Workstation,15.6,16,Windows 10,2.5,3299.0,Dedicated,6,3,4,4,2,7,3
241,HP,Notebook,15.6,6,Windows 10,2.19,764.0,Dedicated,0,3,1,3,0,1,1
89,Acer,2 in 1 Convertible,11.6,4,Chrome OS,1.25,389.0,Unknown,0,0,1,0,1,0,0
716,Toshiba,Notebook,13.3,4,Windows 10,1.2,1195.0,Unknown,2,2,2,2,1,2,3
517,Acer,Notebook,15.6,8,Windows 10,2.4,449.0,Dedicated,0,1,0,0,0,0,1
891,Dell,Ultrabook,14.0,8,Windows 10,1.36,1775.0,Unknown,2,3,4,4,1,2,3
1179,Dell,Notebook,15.6,8,Linux,2.3,805.99,Dedicated,0,3,3,3,0,0,1
